word,sentence,word_mean
liked,He really liked the kid.,past simple and past participle of like
walking,I want you two walking perimeter.,"the activity of going for a walk , especially for pleasure"
tony,"Tony, what happened to you?",stylish and expensive
whose,Whose side are you on?,used especially in questions when asking about which person owns or is responsible for something
duty,All in the line of duty.,"something that you have to do because it is part of your job , or something that you feel is the right thing to do"
arrest,You're all under arrest.,"If the police arrest someone, they take them away to ask them about a crime that they might have committed"
america,There must be a con like me in every prison in America.,the United States of America
loves,One that kills and one that loves.,"to like another adult very much and be romantically and sexually attracted to them, or to have strong feelings of liking a friend or person in your family"
bear,I'll bear that in mind.,"to accept , tolerate , or endure something, especially something unpleasant"
island,"This life is one big treasure island,",a piece of land completely surrounded by water
push,Push the button if you want to talk.,"to use physical pressure or force , especially with your hands , in order to move something into a different position , usually one that is further away from you"
sad,Why are you so sad?,unhappy or sorry
radio,I heard it on the radio.,a piece of electronic equipment used for listening to radio broadcasts
bother,Don't let it bother you.,to make the effort to do something
driving,What are you driving at?,"the ability to drive a car , the activity of driving, or the way someone drives"
church,My wife made that in church group.,a building for Christian religious activities
owe,How much do I owe you?,"to need to pay or give something to someone because they have lent money to you, or in exchange for something they have done for you"
moved,"Each time I looked around, the walls moved in a little tighter.","having strong feelings of sadness or sympathy , because of something someone has said or done"
truck,We're going to a place called Monster Joe's Truck and Tow.,a large road vehicle that is used for transporting large amounts of goods
college,Did you go to college?,"a university , especially one where you study for an undergraduate (= first) degree"
north,It's got a long rock wall with a big oak tree at the north end.,"the direction that goes towards the part of the earth above the equator , opposite to the south , or the part of an area or country that is in this direction"
lawyer,I want to call my lawyer.,someone whose job is to give advice to people about the law and speak for them in court
reach,I've been trying to reach you.,"to arrive at a place , especially after spending a long time or a lot of effort travelling"
congratulations,"Look, I just wanted to say congratulations.",something that you say when you want to congratulate someone
starting,We're starting our approach.,happening or used at the beginning of a process
commander,"Commander Skywalker, do you copy?","an officer who is in charge of a military operation , or an officer of a particular rank in many countries ' naval forces"
tree,Watch out for that tree,a tall plant that has a wooden trunk and branches that grow from its upper part
aunt,And I'm positive that if Uncle Conrad and Aunt...,"the sister of someone's father or mother , or the wife of someone's uncle or aunt"
board,You know how hard it is to find a board you like.,"a thin , flat piece of cut wood or other hard material , often used for a particular purpose"
enemy,Enemy activity in his old sector dropped off to nothing.,a person who hates or opposes another person and tries to harm them or stop them from doing something
village,What's the name of that goddamn village?,"a group of houses and other buildings that is smaller than a town , usually in the countryside"
river,Gather with the saints at the river,"a natural wide flow of fresh water across the land into the sea , a lake , or another river"
beer,I figure we owe him that much for the beer.,an alcoholic drink made from grain and hops (= a type of plant )
de,"Fleur-de-Lis party, right?","used to add the meaning "" opposite "", "" remove "", or "" reduce "" to a noun or verb"
french,Welcome to The French Chef.,"the language that people speak in France, parts of Belgium, Switzerland, and Canada, and other countries"
arms,Put your arms around me.,weapons and equipment used to kill and injure people
wine,Would you like some wine?,"an alcoholic drink that is usually made from grapes , but can also be made from other fruits or flowers . It is made by fermenting the fruit with water and sugar"
art,"Our Father, who art in heaven, hallowed be thy name.","the making of objects , images , music , etc. that are beautiful or that express feelings"
dirty,I love it when you talk dirty.,"marked with dirt , mud , etc., or containing something such as pollution or bacteria"
holy,"In the name of the Father, the Son and the Holy Ghost.",related to a religion or a god
eating,What have you been eating?,"to put or take food into the mouth , chew it (= crush it with the teeth ) , and swallow it"
dreams,I hope the Pacific is as blue as it has been in my dreams.,a series of events or images that happen in your mind when you are sleeping
bus,If I can make it to the bus stop by midnight,a large vehicle in which people are driven from one place to another
escape,They can't escape their awful fate from Proton's mighty fury.,"to get free from something such as a prison or cage , or from someone who will not allow you to leave"
immediately,All personnel must evacuate immediately.,now or without waiting or thinking
wind,"On an endless prairie, as the wind whistles by, I'm all alone.","a current of air moving approximately horizontally, especially one strong enough to be felt"
wrote,"Tonight on Murder, She Wrote.",past simple of write
stuck,You're stuck with me.,past simple and past participle of stick
feels,He feels comfortable with his people.,to experience something physical or emotional
picked,Peter Piper picked a peck of pickled peppers.,past simple and past participle of pick
