word,sentence,word_mean
cats,Sent a couple cats over to his place.,"a small animal with fur , four legs , a tail , and claws , usually kept as a pet or for catching mice"
plastic,Remember that plastic explosive I told you about?,an artificial substance that can be shaped when soft into many different forms and has many different uses
heck,What the heck is that?,"an expression of usually slight anger or surprise , or a way of adding force to a statement , question , etc"
clients,You keep scrounging for clients and I'll keep repossessing cars for Akamian.,a customer or someone who receives services
prints,"Impossible to trace, so you don't worry about prints.","the pattern of curved lines on the end of a finger or thumb that is different in every person , or a mark left by this pattern"
favour,Will you do me a favour?,the support or approval of something or someone
league,You're out of your league.,a group of teams playing a sport who take part in competitions between each other
generous,That's very generous of you.,"willing to give money , help , kindness , etc., especially more than is usual or expected"
fashion,And I raised my daughter in the American fashion.,"a style that is popular at a particular time , especially in clothes , hair , make-up , etc"
particularly,"You strike me as a particularly icy and remorseless man, Mr. Dufresne.","especially , or more than usual"
cents,That it's not all dollars and cents.,"a unit of money worth 0.01 of a dollar , or a coin with this value"
disaster,It's caused nothing but disaster.,"(an event that results in) great harm , damage , or death , or serious difficulty"
sacred,"To the Italian people that's a very sacred, close relationship.","considered to be holy and deserving respect , especially because of a connection with a god"
childhood,So somewhere in my youth or childhood,the time when someone is a child
speaks,Who is this person who speaks to me as though I needed his advice?,"to say words, to use the voice , or to have a conversation with someone"
nail,They were gonna nail his ass to the floorboards for that one.,"a small , thin piece of metal with one pointed end and one flat end that you hit into something with a hammer , especially in order to fasten or join it to something else"
wins,I'll also be able to see who wins the next 25 World Series.,"to achieve first position and/or get a prize in a competition , election , fight , etc"
vincent,David Vincent has seen them.,a condition in which the gums (= the firm pink flesh inside the mouth that covers the bones into which the teeth are fixed ) of the mouth become swollen and painful and covered in ulcers
status,"Second squad, what's your status?","an accepted or official position , especially in a social group"
entrance,All troop carriers will assemble at the north entrance.,"a door , gate , etc. by which you can enter a building or place"
flash,I'll be back in a flash.,"to shine brightly and suddenly , or to make something shine in this way"
partners,"We're partners, aren't we?",a person or organization you are closely involved with in some way
quality,The quality of mercy is not strained.,how good or bad something is
aim,Aim for the heart or you'll never stop me.,a result that your plans or actions are intended to achieve
fetch,Get on back and fetch us up some.,"to go to another place to get something or someone and bring it, him, or her back"
assault,All troops will debark for ground assault.,a violent attack
patience,Thank you for your patience.,"the ability to wait , or to continue doing something despite difficulties , or to suffer without complaining or becoming annoyed"
title,The 16 before you passed you land and title because they didn't charge in.,"the name of a film , book , painting , piece of music , etc"
wore,Five long years he wore this watch up his ass.,past simple of wear
similar,Conditions are similar to inside.,"looking or being almost , but not exactly , the same"
scratch,You just knew he wasn't gonna get so much as a scratch here.,to cut or damage a surface or your skin slightly with or on something sharp or rough
fort,"It was blank, but the postmark said Fort Hancock, Texas.","a military building designed to be defended from attack , consisting of an area surrounded by a strong wall , in which soldiers are based"
struck,One of them struck our friend like a thunderbolt.,past simple and past participle of strike
customer,The customer is always right.,a person who buys goods or a service
pee,"Hi, hi, hi there, my Pee and Em.",informal for urinate
emotional,It's a test designed to provoke an emotional response.,relating to the emotions
beef,They got a beef going back to the Sun Ray thing.,"the flesh of cattle (= cows ) , eaten as food"
identify,"Come down and identify yourselves, please.",to recognize someone or something and say or prove who or what that person or thing is
hug,"Come on, give me a hug.","to hold someone close to your body with your arms , usually to show that you like, love , or value them"
movement,There's movement all over the place!,a change of position
merely,I merely commented that it was freezing in the princess's chamber.,used to emphasize that you mean exactly what you are saying and nothing more
empire,It's a good bet the Empire knows we're here.,"a group of countries ruled by a single person , government , or country"
stake,There's too much at stake.,a share or a financial involvement in something such as a business
unhappy,Why are you so unhappy?,sad or not satisfied
gray,"I tell you, those voices soared higher and farther than anybody in a gray place dares to dream.",US spelling of grey
reminds,You know what this reminds me of?,to make someone think of something they have forgotten or might have forgotten
costs,I don't care what it costs.,the amount of money needed for a business or to do a particular job
afterwards,Can you move the ice afterwards?,after the time mentioned
seats,Please return to your seats.,"a piece of furniture or part of a train , plane , etc. that has been designed for someone to sit on"
enjoyed,I enjoyed every minute of it.,past simple and past participle of enjoy
