word,sentence,word_mean
gently,"Row, row, row your boat Gently down the stream","calmly , kindly , or softly"
fooling,You're not fooling me.,present participle of fool
font,He's a font of misplaced rage.,"a large container in a church , usually made of stone , that holds the water used for baptisms"
parked,I parked in the turnout and waited.,Parked vehicles have been left somewhere for a period of time
humanity,"I've told you, I just want my ration of common humanity.",people in general
pill,"When Ramjet takes a Proton Pill, The crooks begin to worry.",a small solid piece of medicine that a person swallows without chewing (= crushing with the teeth )
las,"Mike, you don't come to Las Vegas and talk to a man like Moe Greene like that!","the largest city in the southwestern US state of Nevada, which is famous for its entertainment and casinos (= places where one can bet money in games and on machines )"
racing,I'm racing her at Thunder Road.,competition in races
elder,You have an elder brother.,"an older person , especially one with a respected position in society"
safer,It's safer to teach you English!,not in danger or likely to be harmed
stabbed,Her father stabbed her through the heart.,past simple and past participle of stab
cities,I'm not picking up any cities or technology.,a large town
complaining,What are you complaining about?,the act of saying that something is wrong or not satisfactory
inches,A rock hammer is about six or seven inches long.,"a unit used for measuring length , approximately equal to 2.54 centimetres , sometimes shown by the symbol ″"
phase,This is the last phase.,any stage in a series of events or in a process of development
flame,"That was Amber, Amber Flame.","a stream of hot , burning gas from something on fire"
aircraft,"We can't launch any aircraft yet, sir.","any vehicle , with or without an engine , that can fly , such as a plane or helicopter"
dignity,You should give him his dignity.,"calm , serious , and controlled behaviour that makes people respect you"
fires,"Light fires, cook food, wash clothes.","the state of burning that produces flames that send out heat and light , and might produce smoke"
borrowed,"My dear Aknot, how about those two planes you borrowed?",past simple and past participle of borrow
completed,Your call cannot be completed as dialed.,past simple and past participle of complete
nowadays,Maybe I was what you nowadays call a stooge.,"at the present time , in comparison to the past"
sheets,The sheets had never been slept in.,a large quantity of rain
counselor,I have declared Phillip my high counselor.,someone who is trained to listen to people and give them advice about their problems
actors,Live action with the actors in a submersible mock-up on stage in 1988-89.,"someone who pretends to be someone else while performing in a film , play , or television or radio programme"
roads,"Where we're going, we don't need roads.","a long , hard surface built for vehicles to travel along"
ford,President Ford escaped possible assassination today.,an area in a river or stream that is not deep and can be crossed on foot or in a vehicle
advanced,My scouts tell me that he has not advanced.,modern and well developed
benny,Me and Benny have lunch together.,"a pill containing Benzedrine, which is a type of amphetamine (= a drug that makes the mind or body more active )"
limits,This area is off-limits!,limit
en,"An innocent victim of blind justice, falsely convicted for the murder of his wife, reprieved by fate when a train wreck freed him en route to the death house.",used to form verbs that mean to put into or onto something
companies,"Captain, all companies are awaiting your orders.",an organization that sells goods or services in order to make money
backwards,Now you play it backwards!,towards the direction that is opposite to the one in which you are facing or opposite to the usual direction
grounds,You've plenty of grounds.,the gardens and land that surround a building and often have a wall or fence around them
galaxy,It began with the landing of a craft from another galaxy.,one of the independent groups of stars in the universe
supreme,"With that kind of money, you can buy the Supreme Court.","having the highest rank , level , or importance"
tire,What if you tire before it's done?,"to begin to feel as if you have no energy and want to rest or go to sleep , or to make someone feel this way"
yen,I got a yen for the seashore.,the standard unit of money used in Japan
inner,You are about to experience the awe and mystery which reaches from the inner mind to...,inside or contained within something else
pistol,Take off that pistol belt.,a small gun that is held in and fired from one hand
exposed,You've all been exposed to it.,having no protection from bad weather
recognized,This garbage was recognized by my associate at lunch from several years ago in New York.,"If someone or something is recognized, it is generally accepted that that person or thing has a particular position or quality"
ham,And now this ham-handed segue into your questionnaire.,"pig's meat from the leg or shoulder , preserved with salt or smoke"
symbol,It's a symbol of your desire to return to reality.,"a sign , shape , or object that is used to represent something else"
shining,"A shining beacon in space, all alone in the night.",sending out or reflecting light
warp,Let's do the time warp again,"If wood warps, or if water or heat warps it, it becomes damaged by bending or twisting"
drops,"Night drops as always, sir.",liquid medicine given in very small amounts
introduced,I don't believe we've been introduced.,past simple and past participle of introduce
cooperate,"Look, I was told to cooperate.","to act or work together for a particular purpose , or to be helpful by doing what someone asks you to do"
laughed,Dekins blinked for a second then he laughed and actually shook Andy's hand.,past simple and past participle of laugh
