word,sentence,word_mean
gloves,"If he never laced up his gloves, which he never shoulda done in the first fuckin' place, he'd still be alive.","a piece of clothing that is worn on the hand and wrist for warmth or protection , with separate parts for each finger"
sore,You're a sight for sore eyes.,"painful and uncomfortable because of injury , infection , or too much use"
possession,You probably know as much about possession as most priests.,the fact that you have or own something
remote,I could almost see the remote.,far away in distance
steak,"You speak English, butt-steak?","a thick , flat piece of meat or fish , especially meat from a cow"
boats,"These boats are running supplies in this delta, Captain.",a small vehicle for travelling on water
award,It is my pleasure to present this award to Detective Lieutenant Edmund Exley two-time Medal of Valor recipient.,to give money or a prize following an official decision
rear,You block the rear-view mirror.,at the back of something
officially,I have been officially accused of murder by the Army.,formally and in a way agreed to or arranged by people in positions of authority
tooth,"An eye for an eye, a tooth for a tooth.","one of the hard, white objects in the mouth that are used for biting and chewing (= crushing food )"
permit,Permit me to introduce myself.,to allow something
salary,Don't ask me how he can live the way he does on a cop's salary.,"a fixed amount of money agreed every year as pay for an employee , usually paid directly into his or her bank account every month"
rubbish,What rubbish are you talking?,waste material or things that are no longer wanted or needed
fights,I never listen to your fights.,to use physical force to try to defeat another person or group of people
painted,"Now, I painted a white line on the street way over there.",past simple and past participle of paint
foul,I swore that I'd never Set sail in foul weather,extremely unpleasant
sang,Because I knew what she sang.,past simple of sing
testimony,"With Tommy's testimony, I can get a new trial.","(an example of) spoken or written statements that something is true , especially those given in a law court"
facing,"He awoke to find himself trapped in the past, facing mirror images that were not his own... and driven by an unknown force to change history for the better.","an extra layer of material sewn to the inside edge of a piece of clothing to make it stronger , or to the outside , especially of collars and the ends of sleeves , for decoration"
increase,"R2, try and increase the power.","to become larger in amount or size , or to make something do this"
whistle,It's clean as a whistle inside.,"to make a high sound by forcing air through a small hole or passage , especially through the lips , or through a special device held to the lips"
sack,That little sack of shit.,"a large bag made of strong cloth , paper , or plastic , used to store large amounts of something"
vietnam,Eva can't picture me in Vietnam.,a country in Southeast Asia
nigger,It's the dead nigger in my garage.,an extremely offensive word for a Black person
classes,"And so, at day's end, the University of Alabama in Tuscaloosa had been desegregated, and students Jimmy Hood and Vivian Malone had been signed up for summer classes.","a group of students who are taught together at school , college , or university"
brush,Did you brush your teeth?,"an object with short pieces of stiff hair , plastic , or wire attached to a base or handle , used for cleaning , arranging your hair , or painting"
exists,He exists now only in my memory.,"to be, or to be real"
daughters,There's some juicy colonists' daughters we have to rescue from their virginity.,your female child
praise,Again he gave you thanks and praise.,to express admiration or approval of the achievements or characteristics of a person or thing
helicopter,You see that helicopter right there?,"a type of aircraft without wings , that has one or two sets of large blades that go round very fast on top . It can land and take off vertically and can stay in one place in the air"
shield,Like he had on an invisible coat that would shield him from this place.,"in the past, a large , flat object made of metal or leather that soldiers held in front of their bodies to protect themselves"
bunny,"I'm proud of you, Honey Bunny.",a rabbit
uncomfortable,I hid this uncomfortable hunk of metal up my ass two years.,"not feeling comfortable and pleasant , or not making you feel comfortable and pleasant"
visitors,Your father had too many visitors.,someone who visits a person or place
wheels,I could use a good man to help me get my project on wheels.,a car
catching,Now you're catching on.,"If an illness is catching, it can easily be passed from one person to another"
newspapers,Don't you read the newspapers?,"a regularly printed document consisting of large sheets of paper that are folded together, or a website , containing news reports , articles , photographs , and advertisements"
temper,"Don't lose that famous temper of yours, Sonny.",the tendency to become angry very quickly
version,Just give me the short version.,a particular form of something that is slightly different from other forms of the same thing
king's,It used to decorate a king's palace.,the phrase used for Queen's evidence when a king is ruling the United Kingdom
labor,"With this pool of slave labor, you can underbid any contractor in town.",US spelling of labour
acts,I want no acts of vengeance.,to behave in the stated way
grabbed,"I couldn't let him lay there all alone, scared the way he was, so I grabbed him up and run him out of there.",past simple and past participle of grab
knocking,Don't you believe in knocking?,present participle of knock
driven,The creature is driven by rage and pursued by an investigative reporter.,Someone who is driven is so determined to achieve something or be successful that all of their behaviour is directed towards this aim
operate,"Michael Knight, a young loner... on a crusade to champion the cause of the innocent... the helpless, the powerless... in a world of criminals who operate above the law.","to ( cause to) work , be in action or have an effect"
august,"Miss August, Miss Sandra Beatty.","the eighth month of the year , after July and before September"
nicely,Place is very nicely self-contained.,"well, pleasantly , or in a satisfactory way"
compared,Small population compared with some.,past simple and past participle of compare
discover,You have only begun to discover your power.,"to find information , a place , or an object , especially for the first time"
