word,sentence,word_mean
buildings,Able to leap tall buildings at a single bound.,"a structure with walls and a roof , such as a house or factory"
combination,It's a combination of all three.,the mixture you get when two or more things are combined
management,The management would appreciate it if you'd get the hell outta here.,the control and organization of something
provided,An analysis of the plans provided by Princess Leia... has demonstrated a weakness in the battle station.,past simple and past participle of provide
ruby,You can call me Ruby.,"a transparent , dark red precious stone , often used in jewellery"
diego,This is Mike from San Diego.,a large city in the western US state of California
dime,"Well, I'll give you the dime tour.",an American or Canadian coin that has the value of ten cents
sixth,"Get me the police, sixth precinct.",6th written as a word
fund,I was thinking about setting up some kind of trust fund for my kids' educations.,"an amount of money saved , collected , or provided for a particular purpose"
item,But this is a specialty item.,something that is part of a list or group of things
happier,I've never been happier in my life.,"feeling , showing , or causing pleasure or satisfaction"
suggested,You might have suggested this in my office and saved me the time.,past simple and past participle of suggest
medal,"What do you want, a medal?","a small metal disc , with words or a picture on it, given as a reward for a brave action , for winning a competition , or to remember a special event"
leather,"This isn't real leather, is it?","animal skin treated in order to preserve it, and used to make shoes , bags , clothes , equipment , etc"
hes,Thats because hes the television version.,"used as the subject of a verb to refer to a man, boy , or male animal that has already been mentioned"
rs,"And Sarah ain't got no two Rs, King.",the 18th letter of the English alphabet
tragic,All these poor tragic people.,"very sad , often involving death and suffering"
niece,I don't know if it's me or Tyrell's niece.,"a daughter of your brother or sister , or a daughter of your husband's or wife's brother or sister"
permanent,You're gonna be a permanent resident.,lasting for a long time or for ever
registered,My cars were registered to my wife.,officially listed and accepted
musical,Serves me right for not being musical.,related to or connected with music
chemical,The power of this chemical is way beyond anything you can imagine.,any basic substance that is used in or produced by a reaction involving changes to atoms or molecules
measure,All I ever wanted was to measure up to my father.,to discover the exact size or amount of something
talented,"By the way, I have a recording of her talented voice.",with talent ; able or skilful
hooked,Let's get the falls hooked up!,"enjoying something so much that you are unable to stop having it, watching it, doing it, etc"
drawer,Give me the money from the cash drawer.,"a box-shaped container , without a top , that is part of a piece of furniture . It slides in and out to open and close and is used for keeping things in"
affect,It won't affect the test.,"to have an influence on someone or something, or to cause a change in someone or something"
understands,I'm the one who understands you.,to know the meaning of something that someone says
ashes,"Ashes to ashes, dust to dust.","what is left of something after it has been destroyed by fire , especially what is left of a human body after it has been burned"
enormous,"Hal, despite your enormous intellect, are you ever frustrated by your dependence on people to carry out actions?",extremely large
brandy,Not as long as the cigars and brandy hold out.,a strong alcoholic drink made from wine and sometimes flavoured with fruits
executive,Executive Producers Nobuyuki Okude Kenji Yokoyama Tatsuya Yoshida Planning Transformer Station Takayuki Nakano Makoto Fujita Kouzin Ohno Hidehito Kaizuka,"someone in a high position , especially in business , who makes decisions and puts them into action"
tool,I am Tim The Tool Man Taylor.,a piece of equipment that you use with your hands to make or repair something
admitted,Captain Smith admitted as much to me before I shot him at the Victory Motel.,past simple and past participle of admit
reporting,"So if he won't cooperate, I want just straight reporting.","the act by a company of giving an official report , for example about its accounts or activities"
chap,Start with that chap in the middle.,a man
pork,"No, man, I don't eat pork.","meat from a pig , eaten as food"
sector,Enemy activity in his old sector dropped off to nothing.,one of the areas into which the economic activity of a country is divided
lamb,We'll both have the lamb.,"a young sheep , or the flesh of a young sheep eaten as meat"
dining,This is the dining room.,present participle of dine
creep,"Listen, creep, I'm going to take you apart like a clock.","to move slowly , quietly , and carefully , usually in order to avoid being noticed"
disturbed,I don't want to be disturbed.,not thinking or behaving normally because of mental or emotional problems
closely,"When you work closely with them, like I do, you see this.",in a way that is directly connected or has a strong relationship
causes,"All right, but you should know that sudden, serious brain injury causes the victim to bite down hard.","the reason why something, especially something bad , happens"
catholic,"Do you believe in the Holy Ghost, the Holy Catholic Church?",including many different types of thing
shared,The heavyweight love that I once shared with you Miraculously dissolved with the sugar cube.,"owned , divided , felt , or experienced by more than one person"
kidnapping,"We want him for murder, not kidnapping.",an occasion when someone is kidnapped
shadows,So I'll be killing time in the blue shadows,an area of darkness in which people and things cannot be seen
killers,Got eight killers with badges working for me.,someone who kills another person
promotion,I could accept my mother's promotion.,activities to advertise something
