word,sentence,word_mean
becoming,You know what you're becoming?,used to say that something is attractive and suits the person wearing or doing it
kitty,"Oh, after you, kitty-cat.","an amount of money that is made up of small amounts given by different people , used by them for an agreed purpose"
bay,"Open the pod bay doors, please, Hal.",a part of the coast where the land curves in so that the sea is surrounded by land on three sides
cast,"I cast you out, unclean spirit!","the actors in a film , play , or show"
yard,Pickings are pretty slim in the yard.,a unit of measurement equal to three feet or approximately 91.4 centimetres
throwing,You're throwing me out?,"to send something through the air with force , especially by a sudden movement of the arm"
files,Ellis Boyd Redding your files say you've served 40 years of a life sentence.,"any of several different types of container used to store papers , letters , and other documents in an ordered way, especially in an office"
slip,Let your hand drop to your side and let the gun slip out.,to slide without intending to
frightened,There's nothing to be frightened of.,feeling fear or worry
cleaning,Napier's cleaning out Axis Chemicals.,"the activity of removing the dirt from things and places , especially in a house"
shadow,"Yea, though I walk through the valley of the shadow of death,","an area of darkness , caused by light being blocked by something"
coast,"And as in other towns up and down the coast,",the land next to or close to the sea
sexual,Is this game sexual in nature?,relating to the activity of sex
witch,The Wicked Witch is dead!,a woman who is believed to have magical powers and who uses them to harm or help other people
mexico,Mexico is way down there and you're in here and that's the way it is.,a country in southern North America
victor,And from Staten Island we have with us Victor Strachi.,"the winner of a game , competition , election , war , etc"
non,"But a toothbrush is a non-lethal object, isn't it?","used to add the meaning ""not"" or ""the opposite of"" to adjectives and nouns"
stock,They ought to list that dress on the stock exchange.,a supply of something for use or sale
tank,Did you check the tank?,a container that holds liquid or gas
stairs,She fell down the stairs.,a set of steps that lead from one level of a building to another
falls,"I grew up there, near Chippewa Falls.","often used in place names to mean a very wide waterfall , often made of many separate waterfalls"
tests,I'm kind of nervous when I take tests.,"a way of discovering , by questions or practical activities , what someone knows , or what someone or something can do or is like"
darkness,It was a time of darkness.,"the quality of being without light , or a situation in which there is little or no light"
italian,I have no idea to this day what those two Italian ladies were singing about.,"belonging to or relating to Italy, its people , or its language"
eve,"I'm sorry I ruined your New Year's Eve party, Lieutenant Dan.",the day or period before an important event
value,This installation has a substantial dollar value attached to it.,the amount of money that can be received for something
signs,"Their signs are real low, but they ain't dead.","to write your name , usually on a written or printed document , to show that you agree with its contents or have written or created it yourself"
screwed,His mixture got screwed up.,in very bad trouble or difficulty
nasty,Now you're getting nasty.,bad or very unpleasant
served,Says here that you've served 30 years of a life sentence.,past simple and past participle of serve
shoulder,Attack ships on fire off the shoulder of Orion.,one of the two parts of the body at each side of the neck that join the arms to the rest of the body
intelligence,Because it insults my intelligence.,"the ability to learn , understand , and make judgments or have opinions that are based on reason"
receive,"For what we are about to receive, may the Lord make us truly thankful.",to get or be given something
sacrifice,And sacrifice Han and Leia?,to give up something that is valuable to you in order to help another person
sons,"And then Andy says, Mr. Dekins do you want your sons to go to Harvard or Yale?",your male child
flesh,Long live the new flesh.,"the soft part of the body of a person or animal that is between the skin and the bones , or the soft inside part of a fruit or vegetable"
hated,"She said she was glad I knew, that she hated all the sneaking around.",disliked very strongly and by many people
steady,"The problem is, I have no steady market.","happening in a smooth , gradual , and regular way, not suddenly or unexpectedly"
directly,Maybe we shouldn't get Mike mixed up in this too directly.,without anything else being involved or in between
bang,"Bang bang, Chitty Chitty Bang Bang",to ( cause something to) make a sudden very loud noise or noises
engaged,Doesn't mean we're engaged or anything.,having formally agreed to marry
site,I say we take off and nuke the entire site from orbit.,"a place where something is, was, or will be built , or where something happened , is happening , or will happen"
bond,My word is my bond.,a close connection joining two or more people
lets,Lets get out of here.,to allow something to happen or someone to do something by not doing anything to stop an action or by giving your permission
considered,"Never considered the future, poor Martin.",an opinion or decision that someone has reached after a lot of thought
continues,Judge Judy continues in a moment.,"to keep happening , existing , or doing something, or to cause something or someone to do this"
dating,She's dating some guy named Wayne.,present participle of date
cure,"Of course, there is one outside chance for a cure.",to make someone with an illness healthy again
juice,A tall glass of orange juice... and a black cup of coffee.,the liquid that comes from fruit or vegetables
pizza,"Mom, you sure can hydrate a pizza.","a large circle of flat bread baked with cheese , tomatoes , and sometimes meat and vegetables spread on top"
